id,a1.engine.x1,a1.engine.base_minutes,a1.tp_max_pct,return_pct,trades,win_rate,profit_factor,max_dd_pct,avg_hold_h,trims
25,4,240,3,3.88,207,62.8,1.6,2.45,1.9,294
26,4,240,5,2.48,212,62.7,1.41,3.76,1.8,129
30,9,240,5,1.12,219,67.6,1.21,4.85,1.7,139
29,9,240,3,-0.5,214,68.2,1.1,4.41,1.8,311
23,4,120,3,-3.7,362,59.9,0.91,7.49,1,347
24,4,120,5,-4.88,373,59.2,0.86,8.05,1,144
27,9,120,3,-5.84,368,63,0.86,8.25,1,374
28,9,120,5,-6.12,376,63,0.86,8.47,0.9,171
