id,a1.engine.x1,a1.engine.base_minutes,a1.tp_max_pct,return_pct,trades,win_rate,profit_factor,max_dd_pct,avg_hold_h,trims
65,4,240,3,-1.24,198,67.7,1.02,7.18,2,384
66,4,240,5,-1.65,204,67.6,0.99,8.07,1.9,211
64,4,120,5,-1.87,353,62,1.03,5.24,1,211
63,4,120,3,-4.11,344,62.5,0.89,7.98,1.1,422
68,9,120,5,-4.34,358,65.9,0.94,8.1,1,207
70,9,240,5,-4.34,212,68.9,0.9,11.31,1.8,208
69,9,240,3,-4.6,208,67.3,0.88,11.69,1.8,411
67,9,120,3,-4.95,351,66.4,0.9,9.17,1,424
