id,a1.engine.x1,a1.engine.base_minutes,a1.tp_max_pct,return_pct,trades,win_rate,profit_factor,max_dd_pct,avg_hold_h,trims
50,4,240,5,-2.1,208,69.7,0.98,7.91,2,225
49,4,240,3,-2.79,196,69.9,0.93,8.58,2.2,448
48,4,120,5,-4.17,361,64,0.92,8.51,1,226
54,9,240,5,-4.25,212,73.1,0.92,11.84,1.9,226
47,4,120,3,-4.55,333,62.2,0.89,8.9,1.2,491
51,9,120,3,-4.56,341,63.6,0.95,9.8,1.2,517
52,9,120,5,-5,366,65.6,0.94,9.3,1,239
53,9,240,3,-5.09,204,70.6,0.87,12.53,2,448
