id,a1.engine.x1,a1.engine.base_minutes,a1.tp_max_pct,return_pct,trades,win_rate,profit_factor,max_dd_pct,avg_hold_h,trims
62,9,240,5,-2.21,210,74.8,0.99,7.88,1.7,119
58,4,240,5,-3.6,208,70.7,0.84,6.03,1.8,123
61,9,240,3,-3.71,198,72.7,0.89,8,1.9,264
57,4,240,3,-4.65,193,66.8,0.75,6.93,2,266
56,4,120,5,-5.03,340,63.5,0.78,5.81,1,101
55,4,120,3,-5.53,321,62,0.73,6.19,1.1,274
60,9,120,5,-5.79,344,67.4,0.81,6.98,1,101
59,9,120,3,-6.3,330,66.7,0.77,7.44,1,268
